full_name,name,owner,owner_type,created_at,updated_at,forks_count,stars_count,default_branch,topics,language,open_issues_count,open_pull_requests_count,branches_count,tags_count,commits_count,watchers_count,releases_count,packages_count,contributors_count,languages,close_issues_count,issues_count,close_pull_requests_count,pull_requests_count
Litome/unwindSegue,unwindSegue,Litome,User,2014-09-24T20:21:26Z,2015-03-05T15:14:16Z,0,0,master,[],Objective-C,0,0,1,0,4,1,0,0,0,['Objective-C'],0,0,0,0
fastlane-community/fastlane-plugin-validate_app,fastlane-plugin-validate_app,fastlane-community,Organization,2018-01-20T20:29:04Z,2021-08-27T21:13:12Z,3,16,master,"['fastlane', 'fastlane-plugin', 'ios', 'itunes-connect', 'macos', 'tvos', 'validation']",Ruby,1,0,1,5,32,2,0,0,0,['Ruby'],1,2,8,8
fastlane/fastlane,fastlane,fastlane,Organization,2014-12-02T17:00:38Z,2023-02-19T08:22:19Z,5413,36458,master,"['android', 'apps', 'automation', 'deployment', 'fastlane', 'hacktoberfest', 'hacktoberfest2021', 'ios', 'mobile', 'ruby', 'screenshots']",Ruby,212,129,163,1278,16400,752,529,1,1247,"['Ruby', 'Swift', 'HTML', 'Objective-C', 'Java', 'Shell']",12236,12448,6994,7123
azure-rtos/threadx,threadx,azure-rtos,Organization,2020-05-11T15:07:59Z,2023-02-19T08:04:48Z,527,1591,master,"['azure-rtos', 'embedded', 'iot', 'mcu', 'microcontroller', 'real-time', 'rtos']",C,18,2,8,16,100,123,16,0,9,"['C', 'Assembly', 'Batchfile']",179,197,29,31
home-assistant-libs/python-matter-server,python-matter-server,home-assistant-libs,Organization,2022-05-24T18:04:32Z,2023-02-16T17:19:01Z,25,119,main,['matter'],Python,18,4,3,23,279,15,22,0,11,"['Python', 'Shell']",48,66,140,144
jmmb13/vim_config,vim_config,jmmb13,User,2022-08-25T08:24:57Z,2022-08-25T08:24:57Z,0,0,main,[],,0,0,1,0,1,1,0,0,0,[],0,0,0,0
jmmb13/tmux.conf,tmux.conf,jmmb13,User,2022-09-05T08:44:48Z,2022-09-05T08:44:48Z,0,0,main,[],,0,0,1,0,1,1,0,0,0,[],0,0,0,0
nestlabs/nlio,nlio,nestlabs,Organization,2017-06-29T17:27:21Z,2023-01-28T05:27:14Z,9,2,master,[],C++,0,0,1,12,64,9,0,0,2,"['C++', 'C', 'Makefile', 'M4', 'Shell']",1,1,18,18
google/comprehensive-rust,comprehensive-rust,google,Organization,2022-12-21T15:17:24Z,2023-02-19T15:33:10Z,422,9258,main,"['classroom', 'course', 'guide', 'rust', 'training-materials']",Rust,37,30,19,0,500,58,0,0,70,"['Rust', 'Handlebars', 'JavaScript', 'Shell', 'C', 'Python']",31,68,332,362
falay/CrackOpenSSLKey,CrackOpenSSLKey,falay,User,2016-04-06T03:50:56Z,2022-12-30T16:49:16Z,2,6,master,[],C++,0,0,1,0,4,2,0,0,0,"['C++', 'Shell', 'Makefile']",0,0,0,0
falay/Index-Calculus-attack-for-ECDLP-on-binary-curve,Index-Calculus-attack-for-ECDLP-on-binary-curve,falay,User,2016-12-05T06:44:51Z,2022-11-27T23:32:31Z,0,3,master,[],Python,0,0,1,0,1,2,0,0,0,['Python'],0,0,0,0
falay/SHA3,SHA3,falay,User,2016-02-29T14:05:21Z,2016-06-13T10:52:58Z,0,0,master,[],C++,0,0,1,0,12,2,0,0,0,"['C++', 'Shell', 'Makefile']",0,0,0,0
falay/hwGradingTool,hwGradingTool,falay,User,2016-04-01T16:59:23Z,2016-04-01T17:03:40Z,0,0,master,[],Shell,0,0,2,0,5,2,0,0,0,['Shell'],0,0,0,0
falay/Simple-Shell,Simple-Shell,falay,User,2016-05-09T06:20:41Z,2016-05-09T06:24:43Z,0,0,master,[],C++,0,0,1,0,4,2,0,0,0,"['C++', 'Makefile']",0,0,0,0
falay/Simple-Web-Server,Simple-Web-Server,falay,User,2016-06-04T15:14:30Z,2016-06-04T15:17:22Z,0,0,master,[],C++,0,0,1,0,1,3,0,0,0,"['C++', 'HTML', 'Makefile', 'Perl']",0,0,0,0
iogorodov/odometer,odometer,iogorodov,User,2014-12-23T18:54:03Z,2014-12-23T19:06:30Z,738,0,master,[],CSS,0,0,4,15,267,2,0,0,0,[],0,0,0,0
mikaelhm/MTS-LaTeX-Arrows,MTS-LaTeX-Arrows,mikaelhm,User,2013-02-12T09:30:07Z,2016-02-14T22:58:34Z,0,3,master,[],,0,0,1,0,20,2,0,0,0,[],0,0,0,0
mikaelhm/GeoApp,GeoApp,mikaelhm,User,2011-03-29T20:44:17Z,2014-05-21T16:09:12Z,0,2,master,[],,0,0,1,0,2,3,0,0,0,[],0,0,0,0
mikaelhm/VeT-ller,VeT-ller,mikaelhm,User,2011-03-30T08:05:04Z,2013-10-22T16:07:42Z,0,1,master,[],JavaScript,0,0,1,0,4,2,0,0,0,['JavaScript'],0,0,0,0
mikaelhm/cheerBot,cheerBot,mikaelhm,User,2014-03-09T20:43:53Z,2014-08-12T20:37:21Z,1,1,master,[],JavaScript,0,0,1,0,10,3,0,0,0,['JavaScript'],0,0,1,1
mikaelhm/angular-countdown-timer,angular-countdown-timer,mikaelhm,User,2014-10-27T20:59:39Z,2014-10-27T21:22:07Z,0,1,master,[],,1,0,1,0,10,2,0,0,0,[],1,2,0,0
oidebrett/PythonTraining,PythonTraining,oidebrett,User,2018-05-19T12:20:28Z,2022-12-03T11:01:04Z,0,1,master,[],HTML,0,0,1,0,20,0,0,0,0,"['HTML', 'Python']",0,0,0,0
oidebrett/lccswebsites,lccswebsites,oidebrett,User,2019-08-19T14:18:10Z,2019-08-19T14:39:06Z,0,0,master,[],HTML,0,0,1,0,12,0,0,0,0,['HTML'],0,0,0,0
Co-Epi/coepi-backend-aws,coepi-backend-aws,Co-Epi,Organization,2020-04-06T01:06:53Z,2020-05-26T08:39:53Z,14,4,master,[],Kotlin,9,0,4,0,77,5,0,0,0,[],9,18,17,17
getmoto/moto,moto,getmoto,Organization,2013-02-18T21:10:59Z,2023-02-17T15:04:10Z,1797,6652,master,"['aws', 'boto', 'ec2', 's3']",Python,51,13,5,190,7340,66,0,0,875,"['Python', 'HTML', 'Shell', 'Jinja', 'Makefile', 'Java']",2253,2304,3630,3643
oidebrett/S3-Object-Lambda,S3-Object-Lambda,oidebrett,User,2021-03-20T08:37:46Z,2021-03-20T08:42:22Z,0,0,main,[],,0,0,1,0,3,1,0,0,0,[],0,0,0,0
mrroberts-mslt/Computer-Science-for-Leaving-Certificate-Solutions,Computer-Science-for-Leaving-Certificate-Solutions,mrroberts-mslt,User,2021-08-23T08:40:09Z,2023-01-22T19:47:35Z,11,12,main,[],Python,0,0,1,0,163,2,0,0,2,"['Python', 'HTML', 'JavaScript', 'PHP', 'CSS']",0,0,0,0
ElanDriver/Sparrow,Sparrow,ElanDriver,User,2018-03-05T09:43:54Z,2018-07-11T15:11:35Z,1,0,master,[],C,0,0,2,0,26,1,0,0,3,"['C', 'Assembly', 'C++', 'Objective-C', 'Makefile', 'Perl']",0,0,0,0
ritikananda27/prepleetcode,prepleetcode,ritikananda27,User,2019-01-20T00:58:15Z,2019-06-16T20:35:21Z,0,0,master,[],Java,0,0,1,0,50,1,0,0,0,"['Java', 'Kotlin']",0,0,0,0
ritikananda27/UnidirectionalExample,UnidirectionalExample,ritikananda27,User,2019-03-08T19:15:48Z,2019-03-08T23:50:17Z,0,0,master,[],Kotlin,0,0,1,0,6,2,0,0,0,"['Kotlin', 'Java']",0,0,0,0
Rob-Houtepen-Signify/test_enter_issue,test_enter_issue,Rob-Houtepen-Signify,User,2021-01-28T16:56:41Z,2021-01-28T16:56:41Z,0,0,main,[],,453,0,0,0,0,0,0,0,0,[],0,453,0,0
robertfarnum/MyBeacon,MyBeacon,robertfarnum,User,2022-10-17T14:42:20Z,2022-11-08T14:13:18Z,0,1,main,[],Kotlin,0,0,1,0,6,1,0,0,0,['Kotlin'],0,0,0,0
brentley/ecsdemo-platform,ecsdemo-platform,brentley,User,2018-01-17T22:37:32Z,2021-11-21T21:50:00Z,2430,36,master,"['ecs', 'ecs-cluster', 'ecs-service']",Shell,1,0,6,0,13,6,0,0,2,['Shell'],1,2,3,3
brentley/ecsdemo-frontend,ecsdemo-frontend,brentley,User,2017-12-26T21:52:27Z,2023-02-15T00:08:06Z,2654,91,main,"['ecs', 'ecs-cluster', 'ecs-service', 'eks', 'kubernetes', 'kubernetes-deployment', 'rails']",Ruby,6,5,14,4,78,7,2,0,7,"['Ruby', 'HTML', 'Shell', 'Python', 'Dockerfile', 'CSS', 'JavaScript']",0,6,24,29
brentley/ecsdemo-nodejs,ecsdemo-nodejs,brentley,User,2018-01-04T19:04:53Z,2023-02-15T00:08:19Z,3683,69,master,"['ecs', 'ecs-cluster', 'ecs-service', 'node', 'nodejs']",Shell,1,2,8,0,36,4,0,0,6,"['Shell', 'Python', 'JavaScript', 'Dockerfile']",0,1,15,17
brentley/ecsdemo-crystal,ecsdemo-crystal,brentley,User,2018-02-09T18:02:27Z,2023-02-15T00:08:13Z,2444,56,master,"['ecs', 'ecs-cluster', 'ecs-service']",Shell,1,1,5,0,36,6,0,0,4,"['Shell', 'Python', 'Crystal', 'Dockerfile']",0,1,10,11
robertfarnum/hello,hello,robertfarnum,User,2018-10-12T15:45:52Z,2018-10-12T15:56:05Z,0,0,master,[],Go,0,0,1,0,5,0,0,0,0,['Go'],0,0,0,0
jgke/gnome-extension-connman,gnome-extension-connman,jgke,User,2015-05-26T11:24:34Z,2023-01-28T05:43:22Z,3,5,master,[],JavaScript,5,1,1,3,141,2,2,0,2,"['JavaScript', 'CSS', 'Makefile', 'M4', 'Shell']",2,7,2,3
ConnectSDK/Connect-SDK-Android-API-Sampler,Connect-SDK-Android-API-Sampler,ConnectSDK,Organization,2014-02-03T21:06:49Z,2022-04-26T04:59:40Z,21,15,master,[],Java,21,2,3,11,170,12,0,0,10,['Java'],9,30,17,19
ConnectSDK/Connect-SDK-Cordova-API-Sampler,Connect-SDK-Cordova-API-Sampler,ConnectSDK,Organization,2014-02-24T21:43:47Z,2020-10-15T10:46:36Z,5,5,master,[],JavaScript,2,0,6,1,39,12,1,0,4,"['JavaScript', 'CSS', 'HTML']",3,5,1,1
ConnectSDK/Connect-SDK-Cordova-Plugin,Connect-SDK-Cordova-Plugin,ConnectSDK,Organization,2014-04-17T00:50:09Z,2020-10-15T10:40:48Z,47,66,master,[],JavaScript,40,9,15,8,119,21,7,0,8,"['JavaScript', 'Java', 'Objective-C']",17,57,21,30
ConnectSDK/Connect-SDK-Android-Core,Connect-SDK-Android-Core,ConnectSDK,Organization,2014-08-14T21:45:58Z,2023-02-08T06:21:55Z,71,101,master,[],Java,15,11,16,7,391,26,2,0,14,['Java'],10,25,103,114
ConnectSDK/Connect-SDK-Android,Connect-SDK-Android,ConnectSDK,Organization,2014-04-10T21:04:49Z,2023-01-26T19:10:39Z,122,248,master,[],Java,99,4,4,25,517,35,16,0,15,['Java'],272,371,22,26
yhoyoon/yhoyoon.github.io,yhoyoon.github.io,yhoyoon,User,2021-02-02T10:02:46Z,2021-04-15T10:01:33Z,0,0,main,[],HTML,0,0,1,0,4,1,0,0,0,"['HTML', 'JavaScript', 'CSS']",0,0,0,0
SmartThingsCommunity/SmartThingsEdgeDrivers,SmartThingsEdgeDrivers,SmartThingsCommunity,Organization,2021-07-30T20:34:27Z,2023-02-16T01:49:21Z,276,141,main,[],Lua,46,58,66,11,655,61,11,0,31,"['Lua', 'Python']",11,57,462,520
pigletz2/br2_pi2,br2_pi2,pigletz2,User,2019-07-22T12:50:24Z,2019-07-22T12:50:27Z,0,0,master,[],,0,0,1,0,1,0,0,0,0,[],0,0,0,0
grpc/grpc,grpc,grpc,Organization,2014-12-08T18:58:53Z,2023-02-19T14:25:28Z,9755,37060,master,[],C++,594,213,224,283,52628,1400,236,0,791,"['C++', 'Python', 'C', 'Starlark', 'Shell', 'Objective-C']",10026,10620,21322,21535
Freescale/fsl-community-bsp-base,fsl-community-bsp-base,Freescale,Organization,2012-05-27T20:27:19Z,2022-02-09T02:51:28Z,54,26,master,[],Shell,0,0,23,11,79,18,0,0,13,['Shell'],6,6,12,12
SiliconLabs/cpc-daemon,cpc-daemon,SiliconLabs,Organization,2021-05-07T16:50:15Z,2023-02-03T12:23:56Z,7,18,main,[],C,0,0,5,13,22,10,11,0,0,"['C', 'CMake', 'Rust', 'Python']",7,7,7,7
crlonxp/meta-matter,meta-matter,crlonxp,User,2022-05-13T09:51:36Z,2022-08-11T08:53:30Z,0,0,main,[],,0,0,1,0,1,0,0,0,0,[],0,0,0,0
nxptest/connectedhomeip,connectedhomeip,nxptest,User,2022-04-29T06:14:59Z,2022-05-04T07:39:55Z,1300,0,master,[],C++,0,0,46,20,10068,0,0,0,0,[],0,0,0,0
hidaris/thingtalk,thingtalk,hidaris,User,2020-03-04T13:57:14Z,2023-01-15T15:46:57Z,4,18,main,"['asyncio', 'fastapi', 'iot', 'web-of-things', 'webthings']",Python,7,1,4,26,138,4,25,0,0,"['Python', 'Emacs Lisp']",4,11,1,2
hidaris/thinking-dumps,thinking-dumps,hidaris,User,2017-02-28T11:30:13Z,2023-02-07T15:40:26Z,0,6,master,[],Racket,0,0,1,0,81,1,0,0,0,"['Racket', 'Scheme', 'Go', 'Coq', 'Standard ML', 'Java']",0,0,0,0
hidaris/webthing-nlp,webthing-nlp,hidaris,User,2020-05-04T23:43:02Z,2022-03-17T13:17:58Z,0,3,master,[],Python,0,0,1,0,3,1,0,0,0,['Python'],0,0,0,0
hidaris/webthing-zigbee,webthing-zigbee,hidaris,User,2020-05-04T23:47:00Z,2022-03-17T13:17:41Z,0,3,master,"['webofthings', 'webthing', 'webthings', 'zigbee', 'zigbee2mqtt']",Python,0,0,1,0,3,1,0,0,0,['Python'],0,0,0,0
hidaris/homeassistant-webthing,homeassistant-webthing,hidaris,User,2020-04-19T16:25:07Z,2021-10-26T04:58:33Z,0,2,master,"['home-assistant', 'homeassistant-components', 'webthings']",Python,0,0,1,0,6,1,0,0,0,['Python'],0,0,0,0
hidaris/racket-mqtt,racket-mqtt,hidaris,User,2019-08-10T08:47:00Z,2019-11-26T09:59:39Z,0,1,master,[],Racket,0,0,1,0,1,1,0,0,0,['Racket'],0,0,0,0
alexa-samples/alexa-oauth-sample,alexa-oauth-sample,alexa-samples,Organization,2019-05-31T17:19:19Z,2023-02-08T06:51:52Z,43,21,master,[],Java,2,0,4,0,26,5,0,0,6,"['Java', 'HTML']",0,2,9,9
mfucci/node-matter,node-matter,mfucci,User,2022-05-23T02:11:32Z,2023-02-15T19:42:17Z,8,104,main,[],TypeScript,13,13,2,2,421,10,2,0,5,"['TypeScript', 'JavaScript']",31,44,149,162
mfucci/keeplocal,keeplocal,mfucci,User,2022-02-09T22:11:58Z,2022-02-22T23:09:32Z,0,0,main,[],TypeScript,0,1,3,0,105,2,0,0,2,"['TypeScript', 'JavaScript']",0,0,5,6
TrustedPlus/dhcp,dhcp,TrustedPlus,Organization,2016-12-28T12:41:07Z,2021-12-29T08:05:44Z,7,6,master,['dhcp'],TypeScript,4,10,10,2,52,7,1,0,4,"['TypeScript', 'JavaScript']",0,4,7,17
mfucci/vendor-lookup,vendor-lookup,mfucci,User,2022-02-19T06:42:16Z,2022-02-21T15:54:55Z,0,0,main,[],TypeScript,0,0,1,0,32,1,0,0,0,['TypeScript'],0,0,0,0
project-chip/matter.js,matter.js,project-chip,Organization,2022-11-04T22:38:14Z,2023-02-11T18:00:33Z,4,32,main,[],TypeScript,2,3,3,0,124,8,0,0,3,"['TypeScript', 'JavaScript']",0,2,47,50
userver-framework/userver,userver,userver-framework,Organization,2021-12-16T14:06:27Z,2023-02-18T19:05:52Z,124,1530,develop,"['async', 'asynchronous', 'coroutines', 'cplusplus', 'cplusplus-17', 'cpp17', 'database-access', 'framework', 'grpc', 'high-availability', 'http', 'http-client', 'http-server', 'microservices', 'mongo', 'postgres', 'postgresql', 'redis', 'server', 'web']",C++,55,19,8,0,3351,34,0,0,36,"['C++', 'Python', 'CMake', 'Assembly', 'C', 'JavaScript']",43,98,135,154
shripad621git/cv,cv,shripad621git,User,2022-02-18T08:22:30Z,2022-02-18T08:25:03Z,0,0,main,[],HTML,0,0,1,0,2,1,0,0,0,['HTML'],0,0,0,0
shripad621git/Story,Story,shripad621git,User,2022-02-24T08:45:32Z,2022-12-06T06:52:48Z,0,0,master,[],Java,0,0,1,0,28,1,0,0,0,"['Java', 'Python']",0,0,0,0
shripad621git/OEP,OEP,shripad621git,User,2022-03-11T08:39:37Z,2022-03-11T08:39:37Z,0,0,main,[],,0,0,2,0,1,1,0,0,0,[],0,0,0,0
shripad621git/UOS,UOS,shripad621git,User,2022-05-17T12:29:12Z,2022-05-17T12:29:12Z,0,0,main,[],,0,0,1,0,1,1,0,0,0,[],0,0,0,0
shripad621git/UPrograms,UPrograms,shripad621git,User,2022-05-18T05:56:43Z,2022-05-18T05:59:02Z,0,0,main,[],C,0,0,1,0,2,1,0,0,0,"['C', 'Java', 'Shell', 'Python']",0,0,0,0
shripad621git/DM-LAB,DM-LAB,shripad621git,User,2022-09-09T05:29:28Z,2022-09-09T05:31:56Z,0,0,main,[],Java,0,0,1,0,10,1,0,0,0,"['Java', 'C++']",0,0,0,0
cabin15/webos-ose-ndk,webos-ose-ndk,cabin15,User,2022-01-26T01:07:36Z,2022-01-26T01:07:36Z,0,0,main,[],,0,0,1,0,7,1,0,0,0,[],0,0,0,0
sungho1shin/connectedhomeip,connectedhomeip,sungho1shin,User,2021-12-16T01:19:26Z,2022-03-29T10:39:59Z,1300,0,master,[],C++,0,1,23,12,8305,0,0,0,0,[],40,40,40,41
whisper2chen/ebook,ebook,whisper2chen,User,2019-07-17T09:33:40Z,2019-07-20T08:38:56Z,0,0,master,[],,0,0,1,0,5,0,0,0,0,[],0,0,0,0
whisper2chen/setup,setup,whisper2chen,User,2019-07-25T09:30:20Z,2020-03-13T01:04:13Z,0,0,master,[],,0,0,1,0,18,0,0,0,0,[],0,0,0,0
whisper2chen/snippets,snippets,whisper2chen,User,2019-07-25T09:59:22Z,2020-05-25T10:16:56Z,0,0,master,[],C,0,0,1,0,9,0,0,0,0,"['C', 'Makefile', 'C++', 'Objective-C']",0,0,0,0
whisper2chen/nvim,nvim,whisper2chen,User,2019-08-11T13:05:58Z,2020-03-31T02:36:58Z,0,0,master,[],Vim script,0,0,1,0,10,1,0,0,0,['Vim Script'],0,0,0,0
whisper2chen/notebook,notebook,whisper2chen,User,2019-08-29T08:12:51Z,2020-03-12T02:20:44Z,0,0,master,[],,0,0,1,0,10,1,0,0,0,[],0,0,0,0
gozfree/gear-lib,gear-lib,gozfree,User,2015-08-07T12:41:05Z,2023-02-18T13:05:05Z,750,2631,master,"['async', 'embedded-c', 'event', 'iot', 'ipc', 'multi-media', 'posix', 'rtmp', 'rtsp', 'thread', 'v4l2']",C,10,0,1,23,707,219,10,0,11,"['C', 'Makefile', 'CMake', 'C++', 'Python', 'Shell']",49,59,25,25
wahajsyed/embedded-systems-kernel,embedded-systems-kernel,wahajsyed,User,2015-02-20T23:02:34Z,2015-02-22T04:26:14Z,0,0,master,[],C,0,0,1,0,6,2,0,0,0,"['C', 'Assembly', 'C++', 'Makefile']",0,0,0,0
wahajsyed/nqueens,nqueens,wahajsyed,User,2015-02-22T05:06:03Z,2015-02-22T06:21:38Z,0,0,master,[],C,0,0,1,0,3,2,0,0,0,['C'],0,0,0,0
