full_name,name,owner,owner_type,created_at,updated_at,forks_count,stars_count,default_branch,topics,language,open_issues_count,open_pull_requests_count,branches_count,tags_count,commits_count,watchers_count,releases_count,packages_count,contributors_count,languages,close_issues_count,issues_count,close_pull_requests_count,pull_requests_count
ARMmbed/yotta,yotta,ARMmbed,Organization,2014-02-06T13:03:45Z,2023-01-28T11:04:33Z,66,163,master,[],Python,109,3,7,103,1546,60,89,0,39,['Python'],360,469,392,395
tridonic-com/st-nucleo-f091rc-gcc,st-nucleo-f091rc-gcc,tridonic-com,Organization,2015-09-17T06:48:27Z,2023-01-28T14:31:16Z,5,1,master,[],CMake,0,1,9,7,25,2,3,0,3,['CMake'],0,0,9,10
nrfconnect/sdk-zephyr,sdk-zephyr,nrfconnect,Organization,2018-02-05T14:45:23Z,2023-02-16T12:09:12Z,436,150,main,[],C,0,34,26,78,73409,60,9,0,1304,"['C', 'Python', 'CMake', 'Assembly', 'Perl', 'Shell']",1034,1034,1034,1068
agners/heartbleed_test_openvpn,heartbleed_test_openvpn,agners,User,2014-04-10T22:18:59Z,2022-10-30T16:04:45Z,14,32,master,[],Python,0,1,1,0,3,6,0,0,0,['Python'],2,2,0,1
agners/archlinuxarm-docker,archlinuxarm-docker,agners,User,2019-01-22T23:34:35Z,2023-01-09T19:27:35Z,23,27,master,[],Shell,3,1,2,0,30,3,0,0,2,['Shell'],2,5,3,4
agners/micropython-scd30,micropython-scd30,agners,User,2019-07-12T22:32:28Z,2023-01-29T20:16:08Z,13,19,master,[],Python,3,0,1,0,8,2,0,0,0,['Python'],0,3,2,2
agners/acdr,acdr,agners,User,2011-06-24T20:26:40Z,2021-07-27T09:50:49Z,3,9,master,[],Python,0,0,1,1,3,2,0,0,0,"['Python', 'JavaScript']",0,0,0,0
agners/swiss-public-transport-card,swiss-public-transport-card,agners,User,2020-01-12T19:52:29Z,2022-01-08T17:02:25Z,2,7,master,[],JavaScript,3,0,1,0,2,1,0,0,0,['JavaScript'],1,4,0,0
agners/switching-station,switching-station,agners,User,2020-10-25T15:38:55Z,2022-05-19T13:59:53Z,1,6,master,[],,0,0,1,0,14,2,0,0,0,[],0,0,0,0
LuDuda/google-iot-thread,google-iot-thread,LuDuda,User,2018-12-11T14:51:27Z,2022-09-08T15:37:18Z,3,6,master,[],,0,0,2,0,3,2,0,0,2,[],0,0,1,1
openthread/wpantund,wpantund,openthread,Organization,2016-06-08T17:32:11Z,2023-01-23T22:21:42Z,112,162,master,"['daemon', 'dbus', 'ipv6', 'native-ipv6-interface', 'ncp', 'openthread', 'spinel']",C++,23,9,9,10,654,30,0,0,36,"['C++', 'C', 'Shell', 'Makefile', 'M4', 'Dockerfile', 'Ruby']",80,103,403,412
LuDuda/workshops_2021,workshops_2021,LuDuda,User,2021-04-09T14:13:19Z,2021-04-11T15:08:11Z,1,2,main,[],C,0,0,1,0,10,2,0,0,0,"['C', 'CMake']",0,0,0,0
openthread/pyspinel,pyspinel,openthread,Organization,2017-04-24T16:02:46Z,2023-01-20T23:13:43Z,53,40,main,['hacktoberfest'],Python,6,3,1,5,100,25,0,0,32,"['Python', 'Shell', 'Makefile', 'Batchfile']",20,26,100,103
openthread/ot-cc13x2-cc26x2,ot-cc13x2-cc26x2,openthread,Organization,2021-01-26T00:13:30Z,2023-02-10T13:46:37Z,6,13,main,['openthread'],C,2,0,1,0,433,4,0,0,6,"['C', 'Shell', 'Makefile', 'CMake']",1,3,439,439
openthread/ot-docs,ot-docs,openthread,Organization,2021-03-30T17:53:28Z,2023-02-14T09:46:13Z,27,47,main,['openthread'],,1,0,1,0,87,15,0,0,20,[],21,22,89,89
flutter/engine,engine,flutter,Organization,2015-07-16T17:39:56Z,2023-02-19T10:42:13Z,5012,6434,main,['c-plus-plus'],C++,0,90,471,28,32714,295,0,0,537,"['C++', 'Dart', 'Java', 'Objective-C++', 'Objective-C', 'C']",39074,39074,39074,39164
microsoft/IoT-For-Beginners,IoT-For-Beginners,microsoft,Organization,2021-03-03T16:33:45Z,2023-02-19T12:38:07Z,1665,11909,main,"['cpp', 'hacktoberfest', 'iot', 'iot-device', 'iot-edge', 'microcontroller', 'python', 'raspberry-pi', 'rpi']",C++,30,7,3,0,320,282,0,0,64,"['C++', 'Python', 'C', 'Vue', 'Jupyter Notebook', 'HTML']",78,108,300,307
google/pigweed,pigweed,google,Organization,2021-03-09T22:07:25Z,2023-02-18T02:54:59Z,41,160,main,"['cpp', 'embedded', 'embedded-systems', 'mcu', 'microcontroller']",C++,0,3,1,0,5409,16,0,0,83,"['C++', 'Python', 'Starlark', 'C', 'Java', 'CMake']",3,3,3,6
jimlyall-q/qpg-connectedhomeip,qpg-connectedhomeip,jimlyall-q,User,2021-03-02T12:53:17Z,2021-10-07T10:05:14Z,8,0,master,[],C,0,0,1,0,40,0,0,0,5,['C'],0,0,0,0
mykrupp/connectedhomeip-1,connectedhomeip-1,mykrupp,User,2022-01-27T16:01:30Z,2022-03-09T14:22:28Z,0,0,master,[],C++,0,0,36,12,7189,0,0,0,223,"['C++', 'C', 'Python', 'ZAP', 'Objective-C', 'Objective-C++']",1,1,1,1
SiliconLabs/sdk_support,sdk_support,SiliconLabs,Organization,2020-08-05T14:49:12Z,2023-02-10T08:10:11Z,28,20,main,[],C,0,0,19,4,109,9,1,0,20,"['C', 'C++']",105,105,105,105
openthread/ot-ifx,ot-ifx,openthread,Organization,2021-10-25T20:15:33Z,2023-01-31T19:14:41Z,6,4,main,[],C,0,0,1,0,240,14,0,0,5,"['C', 'Shell', 'C++', 'CMake']",1,1,247,247
Infineon/OT-Matter-30739A0,OT-Matter-30739A0,Infineon,Organization,2022-01-11T06:31:13Z,2022-01-12T05:35:43Z,3,0,master,[],C,0,0,1,0,7,5,0,0,4,"['C', 'Perl', 'Makefile', 'Shell']",0,0,4,4
Infineon/OT-Matter-TARGET_CYW930739M2EVB-01,OT-Matter-TARGET_CYW930739M2EVB-01,Infineon,Organization,2022-01-11T06:32:12Z,2022-01-12T05:42:18Z,2,0,master,[],C,0,0,1,0,5,4,0,0,2,"['C', 'Makefile']",0,0,2,2
hsusid/pub-test,pub-test,hsusid,User,2022-07-26T02:38:48Z,2022-07-26T02:39:45Z,0,0,main,[],,0,0,0,0,0,0,0,0,0,[],0,0,0,0
terafin/nextdns-proxy,nextdns-proxy,terafin,User,2019-12-11T02:39:33Z,2023-02-14T16:42:46Z,15,24,master,"['dns', 'dns-server', 'dnsmasq', 'doh', 'nextdns']",Shell,3,0,2,0,49,2,0,0,4,"['Shell', 'Dockerfile']",1,4,2,2
terafin/mqtt-unifi-protect-bridge,mqtt-unifi-protect-bridge,terafin,User,2019-11-18T20:31:00Z,2023-01-06T04:28:00Z,5,20,master,[],JavaScript,3,3,14,0,60,3,0,0,2,"['JavaScript', 'Dockerfile']",2,5,93,96
terafin/mqtt-netatmo-bridge,mqtt-netatmo-bridge,terafin,User,2017-04-20T07:34:09Z,2023-01-06T12:42:23Z,6,15,master,[],JavaScript,5,7,13,0,69,4,0,0,2,"['JavaScript', 'Dockerfile']",2,7,46,53
mzac/unifi-video-mqtt,unifi-video-mqtt,mzac,User,2018-06-20T23:17:51Z,2023-01-17T18:32:39Z,21,44,master,"['mqtt', 'mqtt-server', 'unifi-video']",Shell,4,1,1,0,33,10,0,0,2,"['Shell', 'Dockerfile']",3,7,2,3
terafin/mqtt-tesla-bridge,mqtt-tesla-bridge,terafin,User,2018-02-03T18:16:36Z,2023-01-19T18:58:39Z,4,7,master,[],JavaScript,0,7,15,0,80,2,0,0,3,"['JavaScript', 'Dockerfile']",3,3,63,70
terafin/mqtt-alexa-bridge,mqtt-alexa-bridge,terafin,User,2017-04-18T16:44:50Z,2023-02-06T19:07:08Z,4,6,master,[],JavaScript,0,2,8,0,99,2,0,0,3,"['JavaScript', 'Dockerfile']",0,0,80,82
PSONALl/esp_sonali,esp_sonali,PSONALl,User,2021-02-02T05:10:14Z,2021-02-02T09:36:45Z,0,0,main,[],C,0,0,1,0,2,1,0,0,0,['C'],0,0,0,0
PSONALl/esp,esp,PSONALl,User,2021-02-02T05:11:57Z,2021-02-02T05:13:27Z,0,0,main,[],C,0,0,1,0,2,1,0,0,0,['C'],0,0,0,0
PSONALl/zap-templates,zap-templates,PSONALl,User,2021-07-09T16:20:08Z,2021-12-02T05:24:24Z,0,0,main,[],,0,0,1,0,2,1,0,0,0,[],0,0,0,0
shubhamdp/esp_ota,esp_ota,shubhamdp,User,2021-10-28T08:10:25Z,2023-01-31T11:50:52Z,1,3,main,[],C,0,0,1,0,38,1,0,0,0,['C'],0,0,0,0
bukepo/connectedhomeip-private,connectedhomeip-private,bukepo,User,2020-05-19T11:54:03Z,2022-08-17T14:09:55Z,1,1,master,[],,0,0,12,0,734,1,0,0,0,"['C++', 'C', 'Makefile', 'M4', 'Objective-C', 'Shell']",0,0,0,0
openwrt/packages,packages,openwrt,Organization,2014-05-29T20:43:16Z,2023-02-18T15:51:50Z,3023,3367,master,['hacktoberfest'],Makefile,616,170,8,1,28762,219,0,0,834,"['Makefile', 'Shell', 'C', 'C++', 'Lua', 'Vala']",3329,3945,16388,16558
bukepo/vide,vide,bukepo,User,2012-09-26T12:18:16Z,2013-01-12T10:25:47Z,0,0,master,[],,1,0,1,0,1,1,0,0,0,[],0,1,0,0
pexpect/pexpect,pexpect,pexpect,Organization,2013-09-17T17:36:44Z,2023-02-14T14:04:38Z,457,2328,master,[],Python,164,18,7,21,1578,98,11,0,85,['Python'],283,447,279,297
riscv-non-isa/riscv-toolchain-conventions,riscv-toolchain-conventions,riscv-non-isa,Organization,2017-10-25T13:28:28Z,2023-02-17T02:06:30Z,17,89,master,[],,11,6,2,0,42,33,0,0,6,[],2,13,12,18
bouffalolab/connectedhomeip-1,connectedhomeip-1,bouffalolab,Organization,2022-03-16T12:09:08Z,2023-01-31T19:39:16Z,1300,3,master,[],C++,0,4,30,15,11091,1,0,0,0,[],77,77,77,81
kedars/matter-rs,matter-rs,kedars,User,2021-09-25T06:15:49Z,2023-02-01T12:44:19Z,5,42,master,[],Rust,4,1,3,0,418,7,0,0,3,['Rust'],0,4,12,13
cesanta/frozen,frozen,cesanta,Organization,2013-12-22T14:27:00Z,2023-02-16T16:44:48Z,154,641,master,[],C,22,2,1,6,170,48,1,0,14,"['C', 'Makefile']",23,45,22,24
makerdiary/nrf52840-mdk-usb-dongle,nrf52840-mdk-usb-dongle,makerdiary,Organization,2018-09-27T09:51:13Z,2023-02-09T01:50:55Z,69,212,master,"['bluetooth-low-energy', 'dongle', 'fido2', 'iot-device', 'nrf52840', 'open-hardware', 'openthread']",Python,49,3,2,0,80,10,0,0,5,"['Python', 'C', 'C++']",25,74,6,9
BroderickCarlin/openweather,openweather,BroderickCarlin,User,2018-10-07T05:57:28Z,2022-06-16T17:05:14Z,12,6,master,[],Rust,5,2,2,0,3,3,0,0,0,['Rust'],1,6,0,2
BroderickCarlin/stream_router,stream_router,BroderickCarlin,User,2020-04-12T01:06:33Z,2021-06-21T07:49:24Z,0,4,master,"['async', 'async-await', 'futures-rs', 'rust', 'streams']",Rust,0,0,1,0,18,2,0,0,0,['Rust'],0,0,0,0
a1ien/libusb-rs,libusb-rs,a1ien,User,2018-10-12T15:35:37Z,2019-11-01T18:53:52Z,62,1,master,[],Rust,0,0,2,8,99,2,0,0,0,[],0,0,0,0
BroderickCarlin/AdventOfCode,AdventOfCode,BroderickCarlin,User,2017-12-03T00:28:46Z,2018-02-07T19:20:12Z,0,0,master,[],Python,0,0,1,0,6,1,0,0,2,"['Python', 'C', 'Cuda', 'Rust']",0,0,0,0
jithurjacob/Windows-10-Toast-Notifications,Windows-10-Toast-Notifications,jithurjacob,User,2015-12-08T08:17:04Z,2023-02-16T00:57:47Z,157,899,master,"['desktop-application', 'python', 'python-library', 'pywin32', 'win32', 'windows']",Python,46,22,1,0,44,24,0,0,8,['Python'],31,77,16,38
Samsung/TizenRT,TizenRT,Samsung,Organization,2017-02-20T04:38:30Z,2023-02-19T12:20:58Z,522,473,master,[],C,24,59,2,6,10467,59,4,0,172,"['C', 'Assembly', 'Makefile', 'C++', 'Python', 'Shell']",117,141,5558,5617
vidhis88/Android,Android,vidhis88,User,2014-07-15T22:14:09Z,2015-04-17T20:29:14Z,0,0,master,[],Java,0,0,1,0,21,1,0,0,0,['Java'],0,0,0,0
vidhis88/ReturnApp,ReturnApp,vidhis88,User,2015-07-19T22:12:48Z,2015-09-12T23:27:17Z,0,0,develop,[],Java,0,0,2,0,14,1,0,0,2,['Java'],0,0,2,2
TexasInstruments/matter,matter,TexasInstruments,Organization,2022-10-19T16:44:56Z,2023-01-23T20:10:41Z,4,6,v1.0-ti-branch,[],C++,0,0,30,17,9964,1,0,0,313,"['C++', 'C', 'Python', 'Objective-C', 'ZAP', 'Objective-C++']",1,1,1,1
TexasInstruments/ot-ti,ot-ti,TexasInstruments,Organization,2022-12-15T19:52:20Z,2022-12-19T07:25:09Z,1,1,main,[],C,0,1,2,0,362,1,0,0,3,"['C', 'CMake', 'Shell']",0,0,37,38
NXP/plug-and-trust,plug-and-trust,NXP,Organization,2020-07-13T18:03:48Z,2023-02-03T21:56:48Z,22,21,master,[],C,7,0,2,11,11,8,4,0,3,"['C', 'CMake']",4,11,2,2
NXPPlugNTrust/nano-package,nano-package,NXPPlugNTrust,Organization,2022-03-10T20:43:00Z,2023-02-15T09:18:41Z,6,10,master,[],C,1,0,2,0,11,0,0,0,2,"['C', 'CMake']",0,1,7,7
rikorsev/mocap-firmware,mocap-firmware,rikorsev,User,2021-06-06T14:08:39Z,2022-10-30T12:24:45Z,0,0,master,[],C,0,0,1,0,13,1,0,0,0,"['C', 'CMake']",0,0,0,0
rikorsev/http_server,http_server,rikorsev,User,2022-09-11T23:00:03Z,2022-09-11T23:01:56Z,0,0,master,[],C,0,0,1,0,25,1,0,0,0,"['C', 'Makefile']",0,0,0,0
rochaferraz/FreeFontConverter,FreeFontConverter,rochaferraz,User,2017-07-07T13:59:49Z,2021-11-29T18:28:32Z,0,1,master,[],C,0,0,1,0,18,2,0,0,0,"['C', 'Makefile', 'CMake']",1,1,0,0
rxi/log.c,log.c,rxi,User,2017-03-12T14:31:53Z,2023-02-17T16:27:05Z,402,1787,master,[],C,10,15,1,0,7,48,0,0,0,['C'],6,16,2,17
rxi/map,map,rxi,User,2014-09-11T18:23:09Z,2023-02-07T02:38:31Z,106,511,master,[],C,6,3,1,0,8,25,0,0,0,['C'],4,10,0,3
amankhoza/synergy-binaries,synergy-binaries,amankhoza,User,2017-10-19T19:41:06Z,2023-02-18T22:49:08Z,53,179,master,[],,1,1,1,0,8,10,0,0,0,[],1,2,0,1
sparkfun/SparkFun-Eagle-Libraries,SparkFun-Eagle-Libraries,sparkfun,Organization,2012-01-17T21:04:53Z,2023-02-11T19:54:33Z,1207,1667,main,"['eagle-cad', 'eagle-library', 'pcb-layout']",,9,0,2,9,2998,277,0,0,57,[],77,86,211,211
rochaferraz/log,log,rochaferraz,User,2020-10-04T23:12:34Z,2020-10-04T23:12:38Z,0,0,main,[],,0,0,1,0,1,1,0,0,0,[],0,0,0,0
hubertmis/nRF-IEEE-802.15.4-radio-driver,nRF-IEEE-802.15.4-radio-driver,hubertmis,User,2017-09-21T10:46:35Z,2022-04-14T17:36:25Z,45,2,master,[],C,0,0,18,0,2,1,0,0,0,"['C', 'C++']",0,0,0,0
NordicSemiconductor/pc-nrfconnect-gettingstarted,pc-nrfconnect-gettingstarted,NordicSemiconductor,Organization,2019-09-04T09:04:17Z,2023-02-16T13:08:13Z,8,13,main,[],SCSS,2,1,12,23,408,10,14,0,14,"['SCSS', 'JavaScript', 'Shell']",2,4,88,89
janusheide/bouillon,bouillon,janusheide,User,2020-02-28T11:55:59Z,2022-09-28T06:36:18Z,0,1,master,[],Python,0,2,3,11,150,1,0,0,0,['Python'],0,0,35,37
unbit/sftpclone,sftpclone,unbit,User,2014-10-29T12:13:02Z,2022-11-25T17:03:06Z,19,52,master,[],Python,4,4,3,6,95,5,0,0,7,['Python'],22,26,12,16
steinwurf/cpuid,cpuid,steinwurf,Organization,2013-11-14T13:01:23Z,2023-02-16T09:57:45Z,21,84,master,"['cpuid', 'cpuinfo']",C++,2,0,2,22,342,16,0,0,7,"['C++', 'Python', 'CMake']",4,6,55,55
steinwurf/hex,hex,steinwurf,Organization,2016-02-10T12:54:51Z,2022-01-11T05:20:51Z,3,3,master,"['dump', 'hex']",C++,0,0,1,11,58,8,0,0,3,"['C++', 'Python', 'CMake']",17,17,17,17
steinwurf/endian,endian,steinwurf,Organization,2016-02-10T14:32:36Z,2023-01-11T11:28:07Z,10,21,master,"['endian', 'endianness']",C++,0,0,1,28,241,7,0,0,7,"['C++', 'CMake', 'Python']",53,53,53,53
steinwurf/platform,platform,steinwurf,Organization,2014-02-24T17:58:48Z,2023-01-19T06:11:29Z,8,15,master,['platform'],C++,0,0,1,15,134,11,0,0,3,"['C++', 'Python', 'CMake']",24,24,24,24
jimlyall-q/test-gen,test-gen,jimlyall-q,User,2021-06-17T06:44:51Z,2021-06-17T08:58:56Z,0,0,main,[],Python,0,0,1,0,5,1,0,0,0,['Python'],0,0,0,0
braice/MuMuDVB,MuMuDVB,braice,User,2011-07-22T15:35:31Z,2023-01-23T23:32:30Z,135,194,mumudvb2,[],C,66,2,7,15,1545,37,0,0,36,"['C', 'Makefile', 'C++', 'Python', 'Dockerfile', 'M4', 'Shell']",159,225,82,84
lboue/MuMuDVB-WebAdmin,MuMuDVB-WebAdmin,lboue,User,2012-02-03T15:24:57Z,2013-01-07T08:07:25Z,0,1,master,[],,0,0,0,0,0,0,0,0,0,[],0,0,0,0
fitear/eve-ng,eve-ng,fitear,User,2017-11-24T04:57:46Z,2019-05-02T15:14:42Z,24,0,master,[],JavaScript,0,0,1,0,34,2,0,0,0,[],0,0,0,0
carsonmcdonald/HTTP-Live-Video-Stream-Segmenter-and-Distributor,HTTP-Live-Video-Stream-Segmenter-and-Distributor,carsonmcdonald,User,2009-07-05T16:00:48Z,2022-06-22T18:18:44Z,138,605,master,[],Ruby,22,5,2,1,45,45,0,0,4,"['Ruby', 'C']",3,25,4,9
ibc/nagios-sip-plugin,nagios-sip-plugin,ibc,User,2012-10-28T20:56:27Z,2021-07-05T04:07:56Z,10,11,master,[],Ruby,0,0,1,0,17,5,0,0,3,['Ruby'],0,0,3,3
budda/hc2-scenes,hc2-scenes,budda,User,2013-10-04T20:35:57Z,2021-12-15T10:08:12Z,15,24,master,[],Lua,0,2,1,0,14,13,0,0,2,['Lua'],0,0,1,3
darconeous/shattings,shattings,darconeous,User,2011-03-30T18:47:04Z,2023-01-23T14:22:35Z,9,18,master,[],Vim Script,0,0,1,0,309,3,0,0,2,"['Vim Script', 'Shell', 'Java', 'Python', 'Perl', 'Smarty']",0,0,1,1
wojtekka/6tunnel,6tunnel,wojtekka,User,2013-10-29T18:39:42Z,2023-02-16T19:55:09Z,28,125,master,[],C,6,0,1,14,48,12,6,0,5,"['C', 'Shell', 'Python', 'Roff', 'M4', 'Makefile']",5,11,4,4
nestlabs/nlfaultinjection,nlfaultinjection,nestlabs,Organization,2017-07-06T19:23:54Z,2023-01-28T05:27:14Z,5,2,master,[],Makefile,0,0,5,10,65,9,0,0,2,"['Makefile', 'C++', 'M4', 'Shell']",16,16,16,16
google-home/sample-app-for-matter-android,sample-app-for-matter-android,google-home,Organization,2022-06-23T16:45:18Z,2023-02-15T08:32:46Z,13,36,main,"['android', 'matter']",Kotlin,15,1,13,9,50,8,9,0,6,['Kotlin'],27,42,41,42
FaqiangZhu-nxp/empty,empty,FaqiangZhu-nxp,User,2021-09-02T03:03:37Z,2021-09-02T03:03:40Z,0,0,main,[],,0,0,1,0,1,1,0,0,0,[],0,0,0,0
FaqiangZhu-nxp/blk_discard_test,blk_discard_test,FaqiangZhu-nxp,User,2022-10-13T12:40:48Z,2022-10-13T12:45:50Z,0,0,master,[],C++,0,0,1,0,1,1,0,0,0,['C++'],0,0,0,0
NordicSemiconductor/Android-nRF-Connect-Device-Manager,Android-nRF-Connect-Device-Manager,NordicSemiconductor,Organization,2020-05-07T06:33:54Z,2023-01-10T22:56:00Z,20,44,main,[],Java,5,1,1,40,480,8,20,0,4,"['Java', 'Kotlin', 'Shell', 'Ruby']",20,25,64,65
erwinpan1/jagabee,jagabee,erwinpan1,User,2014-06-18T09:00:05Z,2014-06-26T15:09:24Z,0,0,master,[],Python,0,0,1,0,51,1,0,0,2,['Python'],0,0,0,0
erwinpan1/study,study,erwinpan1,User,2014-06-20T06:31:26Z,2014-06-26T14:23:17Z,0,0,master,[],JavaScript,0,0,1,0,12,1,0,0,2,"['JavaScript', 'CSS', 'Python', 'Shell']",0,0,0,0
erwinpan1/onionring,onionring,erwinpan1,User,2014-10-01T14:19:29Z,2014-10-01T14:26:47Z,0,0,master,[],Java,0,0,1,0,2,1,0,0,0,['Java'],0,0,0,0
erwinpan1/ML100-Days,ML100-Days,erwinpan1,User,2018-12-15T09:40:23Z,2019-05-27T13:25:22Z,0,0,master,[],Jupyter Notebook,0,0,1,0,93,1,0,0,0,['Jupyter Notebook'],0,0,0,0
dnicoara/dnicoara.github.io,dnicoara.github.io,dnicoara,User,2021-09-30T01:05:34Z,2021-09-30T01:33:55Z,0,0,main,[],HTML,0,0,1,0,2,1,0,0,0,['HTML'],0,0,0,0
fish-shell/fish-shell,fish-shell,fish-shell,Organization,2012-05-10T03:00:55Z,2023-02-19T14:34:17Z,1684,20894,master,"['fish', 'shell', 'terminal']",C++,449,18,30,73,16758,284,38,0,773,"['C++', 'Shell', 'Python', 'CMake', 'JavaScript', 'HTML']",6176,6625,2831,2849
thcu-gp/openthread,openthread,thcu-gp,User,2017-07-12T08:02:19Z,2022-07-26T08:44:32Z,988,0,main,[],C++,0,1,3,0,6508,1,0,0,0,[],6,6,6,7
JasonLiuZhuoCheng/Sorcery,Sorcery,JasonLiuZhuoCheng,User,2019-03-24T16:35:12Z,2019-03-27T17:30:37Z,0,0,master,[],C++,0,0,1,0,105,1,0,0,3,['C++'],0,0,0,0
JasonLiuZhuoCheng/flappybird,flappybird,JasonLiuZhuoCheng,User,2019-05-18T20:16:22Z,2019-05-20T23:38:15Z,0,0,master,[],Java,0,0,1,0,4,1,0,0,0,['Java'],0,0,0,0
JasonLiuZhuoCheng/Insta,Insta,JasonLiuZhuoCheng,User,2020-05-15T16:37:03Z,2020-05-20T04:26:13Z,0,0,master,[],Python,0,2,3,0,17,1,0,0,0,"['Python', 'CSS', 'HTML', 'JavaScript']",0,0,12,14
JasonLiuZhuoCheng/todoList-front-end,todoList-front-end,JasonLiuZhuoCheng,User,2020-08-14T14:06:09Z,2020-09-01T00:08:23Z,0,0,master,[],JavaScript,0,0,1,0,23,2,0,0,0,"['JavaScript', 'HTML']",0,0,0,0
JasonLiuZhuoCheng/todoList-back-end,todoList-back-end,JasonLiuZhuoCheng,User,2020-08-31T04:35:13Z,2020-08-31T04:36:56Z,0,0,master,[],Python,0,0,1,0,8,2,0,0,0,"['Python', 'HTML']",0,0,0,0
felangel/bloc,bloc,felangel,User,2018-10-07T19:32:59Z,2023-02-19T15:24:43Z,3112,10109,master,"['angulardart', 'bloc', 'concurrency', 'dart', 'dart-library', 'dart-web', 'dartlang', 'flutter', 'flutter-package', 'library', 'state-management']",Dart,81,3,5,532,2082,168,455,0,184,"['Dart', 'C++', 'Kotlin', 'TypeScript', 'CMake', 'HTML']",2237,2318,1184,1187
jonsmirl/mpc5200,mpc5200,jonsmirl,User,2008-06-25T03:57:48Z,2022-03-19T20:13:27Z,784,18,master,[],C,0,0,7,55,156189,6,0,0,0,"['C', 'Assembly', 'Perl', 'Shell', 'C++', 'Python']",0,0,2,2
jonsmirl/cam,cam,jonsmirl,User,2013-10-18T01:51:45Z,2023-02-01T09:42:34Z,6,6,master,[],C,0,0,1,0,6,2,0,0,0,"['C', 'Objective-C', 'C++']",0,0,0,0
jonsmirl/packages,packages,jonsmirl,User,2013-05-23T14:50:10Z,2019-02-27T05:15:54Z,1,4,master,[],C,1,0,3,0,9229,2,0,0,0,"['C', 'C++', 'Shell', 'Perl', 'JavaScript', 'Lua']",0,1,0,0
jonsmirl/mpc5200-uBoot,mpc5200-uBoot,jonsmirl,User,2011-07-15T14:45:31Z,2018-09-07T02:54:02Z,3,2,master,[],C,0,0,2,0,1,1,0,0,0,"['C', 'Assembly']",0,0,0,0
torvalds/linux,linux,torvalds,User,2011-09-04T22:48:12Z,2023-02-19T15:10:55Z,46752,146382,master,[],C,0,310,1,779,1155633,8100,0,0,5001,"['C', 'Assembly', 'Shell', 'Makefile', 'Python', 'Perl']",451,451,451,761
jonsmirl/lpc31xx-uboot,lpc31xx-uboot,jonsmirl,User,2012-03-18T02:15:48Z,2015-10-14T22:05:10Z,0,2,master,[],C,1,0,5,0,15241,1,0,0,131,"['C', 'Assembly']",0,1,0,0
NordicSemiconductor/nRF-Sniffer-for-802.15.4,nRF-Sniffer-for-802.15.4,NordicSemiconductor,Organization,2018-09-27T09:27:01Z,2023-02-16T09:08:09Z,53,159,master,"['ieee-802154', 'nrf52840', 'sniffer', 'wireshark-extcap', 'wireshark-plugin']",Python,8,2,7,3,30,25,3,0,11,"['Python', 'Lua', 'Batchfile']",15,23,31,33
e-rk/st,st,e-rk,User,2019-01-06T01:21:16Z,2019-08-01T18:45:08Z,0,0,custom,[],C,0,0,1,12,1061,2,0,0,66,"['C', 'Objective-C', 'Roff', 'Makefile']",0,0,0,0
e-rk/dwm,dwm,e-rk,User,2019-01-26T17:08:15Z,2019-10-30T21:05:07Z,0,0,custom,[],C,0,0,2,74,1686,2,0,0,10,"['C', 'Objective-C', 'Roff', 'Makefile', 'C++']",0,0,0,0
e-rk/dmenu,dmenu,e-rk,User,2019-01-27T21:54:09Z,2019-01-27T21:55:05Z,0,0,master,[],C,0,0,2,54,563,2,0,0,14,"['C', 'Roff', 'Makefile']",0,0,0,0
Qorvo/QMatter,QMatter,Qorvo,Organization,2022-01-20T08:36:35Z,2023-01-19T14:56:18Z,8,10,v0.9.1.0,[],C,0,0,5,0,13,5,0,0,4,"['C', 'ZAP', 'Assembly', 'C++', 'Python', 'Makefile', 'Shell']",1,1,1,1
Alamot/code-snippets,code-snippets,Alamot,User,2016-10-09T20:25:27Z,2023-02-17T19:48:55Z,104,231,master,[],C++,0,1,1,0,117,15,0,0,2,"['C++', 'PowerShell', 'C', 'Python', 'Assembly', 'Shell']",3,3,1,2
DaveGamble/cJSON,cJSON,DaveGamble,User,2016-03-19T18:22:54Z,2023-02-19T12:54:39Z,2845,8442,master,[],C,112,42,11,45,1073,274,45,0,77,"['C', 'Ruby', 'CMake', 'Makefile', 'Python', 'Shell']",351,463,210,252
kvikrambhat/BlazorStateExploration,BlazorStateExploration,kvikrambhat,User,2022-11-28T03:46:01Z,2023-01-08T09:27:25Z,0,1,sm_injected,[],HTML,0,0,2,0,1,1,0,0,0,"['HTML', 'C#', 'CSS']",0,0,0,0
kvikrambhat/git-hooks,git-hooks,kvikrambhat,User,2019-12-04T10:07:08Z,2019-12-04T14:02:43Z,0,0,master,[],Python,0,0,1,0,10,1,0,0,0,['Python'],0,0,0,0
kvikrambhat/100Alogs,100Alogs,kvikrambhat,User,2019-12-11T16:36:07Z,2019-12-15T06:20:50Z,0,0,master,[],TypeScript,0,0,1,0,3,1,0,0,0,['TypeScript'],0,0,0,0
SmartThingsCommunity/st-device-sdk-c-ref,st-device-sdk-c-ref,SmartThingsCommunity,Organization,2019-09-10T17:36:31Z,2023-01-15T06:23:32Z,138,80,master,"['iot-device', 'mqtt', 'opensource', 'smartthings-sdk', 'wifi']",C,2,0,19,5,619,37,4,0,26,"['C', 'Shell', 'Python']",23,25,100,100
